Player,Team,Jersey,Nation,Main_Position,Positions,Age,Minutes,Goals,Assists,Penalty_Shoot_on_Goal,Penalty_Shoot,Total_Shoot,Shoot_on_Target,Yellow_Cards,Red_Cards,Touches,Dribbles,Tackles,Blocks,Expected_Goals_xG,Non_Penalty_xG_npxG,Expected_Assists_xAG,Shot_Creating_Actions,Goal_Creating_Actions,Passes_Completed,Passes_Attempted,Pass_Completion,Progressive_Passes,Carries,Progressive_Carries,Dribble_Attempts,Successful_Dribbles
Caoimhín Kelleher,Liverpool,62,IRL,GK,GK,25,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1,40,44,90,0,39,0,0,0
Evanilson,Bournemouth,9,BRA,FW,FW,24,75,0,0,0,0,2,0,0,0,16,2,0,1,0,0,0.3,3,0,8,10,80,1,8,1,1,0
Enes Ünal,Bournemouth,26,TUR,FW,FW,27,15,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,3,3,100,1,2,0,0,0
Marcus Tavernier,Bournemouth,16,ENG,AM,"AM,LW",25,90,0,0,0,0,1,0,0,0,56,1,1,1,0,0,0.1,7,0,36,45,80,8,26,0,3,2
Antoine Semenyo,Bournemouth,24,GHA,RW,RW,24,69,0,0,0,0,4,2,0,0,28,1,0,2,0.4,0.4,0,3,0,13,20,65,0,16,2,4,3
Luis Sinisterra,Bournemouth,17,COL,LW,LW,25,21,0,0,0,0,4,2,0,0,19,2,0,0,0.3,0.3,0.1,3,0,10,11,90,0,8,0,2,1
Justin Kluivert,Bournemouth,19,NED,AM,AM,25,45,0,0,0,0,3,1,1,0,15,2,0,0,0.1,0.1,0,0,0,5,7,71,1,7,2,0,0
Dango Ouattara,Bournemouth,11,BFA,RW,"RW,LW",22,45,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,0,8,18,44,1,17,5,7,3
Ryan Christie,Bournemouth,10,SCO,DM,DM,29,69,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,1,0,31,31,100,3,17,0,3,1
Alex Scott,Bournemouth,8,ENG,DM,DM,21,21,0,0,0,0,2,1,0,0,20,1,0,1,0.1,0.1,0,0,0,15,16,93,3,10,1,1,0
Lewis Cook,Bournemouth,4,ENG,DM,DM,27,90,0,0,0,0,0,0,1,0,62,2,2,1,0,0,0.2,5,0,38,51,74,7,19,0,1,0
Milos Kerkez,Bournemouth,3,HUN,LB,LB,20,90,0,0,0,0,1,0,0,0,56,3,1,1,0,0,0.1,5,0,36,47,76,6,23,3,1,1
Dean Huijsen,Bournemouth,2,ESP,CB,CB,19,90,0,0,0,0,1,0,1,0,52,1,0,0,0,0,0.1,2,0,43,48,89,3,27,0,0,0
Illia Zabarnyi,Bournemouth,27,UKR,CB,CB,22,90,0,0,0,0,0,0,0,0,74,3,2,3,0,0,0,2,0,56,60,93,4,30,0,0,0
Julian Araujo,Bournemouth,22,MEX,RB,RB,23,69,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,1,0,28,36,77,4,20,1,0,0
Adam Smith,Bournemouth,15,ENG,RB,RB,33,21,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,5,80,0,3,0,0,0
Kepa Arrizabalaga,Bournemouth,13,ESP,GK,GK,29,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,26,34,76,0,21,0,0,0
Jamie Vardy,Leicester City,9,ENG,FW,FW,37,82,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,6,9,66,0,9,1,0,0
Odsonne Édouard,Leicester City,29,FRA,FW,FW,26,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,3,66,1,3,0,0,0
Stephy Mavididi,Leicester City,10,ENG,LW,LW,26,89,1,0,0,0,3,1,0,0,67,3,0,4,0.3,0.3,0.1,3,0,37,50,74,4,48,4,9,5
Abdul Fatawu Issahaku,Leicester City,7,GHA,LW,LW,20,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,50,0,1,0,0,0
Jordan Ayew,Leicester City,18,GHA,RW,RW,33,90,0,0,0,0,2,0,0,0,30,1,0,1,0.1,0.1,0,0,0,14,22,63,0,23,1,0,0
Bilal El Khannouss,Leicester City,11,MAR,AM,AM,20,55,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0.1,2,0,31,37,83,7,29,4,0,0
Facundo Buonanotte,Leicester City,40,ARG,AM,AM,19,35,0,0,0,0,1,0,1,0,27,1,0,0,0,0,0,0,0,15,19,78,3,21,1,3,0
Wilfred Ndidi,Leicester City,6,NGA,DM,DM,27,90,0,0,0,0,3,1,0,0,69,6,2,1,0.1,0.1,0,1,0,40,54,74,4,45,3,3,2
Harry Winks,Leicester City,8,ENG,DM,DM,28,90,0,0,0,0,1,0,0,0,68,2,0,0,0,0,0.1,7,0,52,61,85,9,52,3,1,0
Victor Bernth Kristiansen,Leicester City,16,DEN,LB,LB,21,90,0,0,0,0,0,0,0,0,96,3,1,0,0,0,0,2,0,74,88,84,8,60,2,1,0
Caleb Okoli,Leicester City,5,ITA,CB,CB,23,90,0,0,0,0,1,0,0,0,58,2,0,3,0.1,0.1,0,1,0,46,48,95,0,38,0,0,0
Wout Faes,Leicester City,3,BEL,CB,CB,26,90,0,0,0,0,1,0,0,0,67,2,0,2,0.1,0.1,0,0,0,47,52,90,5,41,2,0,0
James Justin,Leicester City,2,ENG,RB,RB,26,90,0,0,0,0,0,0,0,0,57,3,1,2,0,0,0,3,0,33,44,75,3,25,1,1,1
Mads Hermansen,Leicester City,30,DEN,GK,GK,24,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,28,33,84,0,21,0,0,0
Dominic Calvert-Lewin,Everton,9,ENG,FW,FW,27,90,0,0,0,0,5,2,0,0,29,0,0,1,0.3,0.3,0,3,0,8,13,61,1,15,1,2,1
Iliman Ndiaye,Everton,10,SEN,LW,LW,24,80,1,0,0,0,2,1,0,0,39,0,1,0,0.2,0.2,0.4,8,1,25,28,89,1,27,3,6,1
Tim Iroegbunam,Everton,42,ENG,LW,LW,21,10,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,1,0,2,4,50,0,2,0,0,0
Jesper Lindstrøm,Everton,29,DEN,RW,RW,24,60,0,0,0,0,4,1,0,0,34,4,1,1,0.5,0.5,0.1,1,0,14,18,77,0,20,2,3,1
Jack Harrison,Everton,11,ENG,RW,RW,27,30,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,4,5,80,0,4,0,0,0
Dwight McNeil,Everton,7,ENG,AM,AM,24,90,0,0,0,0,4,1,0,0,55,1,0,1,0.1,0.1,0.1,4,0,33,44,75,8,32,6,6,2
Abdoulaye Doucouré,Everton,16,MLI,DM,DM,31,90,0,0,0,0,1,0,0,0,53,3,2,3,0,0,0,1,0,32,37,86,4,28,0,0,0
Orel Mangala,Everton,8,BEL,DM,DM,26,90,0,0,0,0,0,0,0,0,57,0,3,0,0,0,0.1,5,0,44,48,91,5,29,0,2,1
Ashley Young,Everton,18,ENG,LB,LB,39,90,0,1,0,0,0,0,0,0,65,2,1,0,0,0,0.1,2,1,48,61,78,3,37,3,1,1
Michael Keane,Everton,5,ENG,CB,CB,31,90,0,0,0,0,0,0,1,0,30,1,0,1,0,0,0,0,0,15,19,78,0,12,0,0,0
James Tarkowski,Everton,6,ENG,CB,CB,31,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,20,28,71,0,10,0,0,0
James Garner,Everton,37,ENG,RB,RB,23,90,0,0,0,0,1,0,1,0,55,3,1,1,0,0,0,3,0,27,41,65,2,19,0,2,0
Jordan Pickford,Everton,1,ENG,GK,GK,30,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,23,34,67,0,12,0,0,0
Cameron Archer,Southampton,19,ENG,FW,FW,23,58,0,0,0,0,3,1,0,0,20,1,0,0,1.3,1.3,0,2,0,10,13,76,0,12,1,2,2
Ben Brereton,Southampton,17,CHI,LW,LW,25,32,0,0,0,0,2,0,0,0,16,0,0,0,0.3,0.3,0,2,0,11,13,84,0,11,0,0,0
Ryan Fraser,Southampton,24,SCO,LW,LW,30,58,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,15,19,78,0,12,2,1,0
Ross Stewart,Southampton,11,SCO,FW,FW,28,32,0,0,0,0,1,0,1,0,13,0,0,1,0,0,0,2,0,7,9,77,0,2,0,0,0
Tyler Dibling,Southampton,33,ENG,RW,RW,18,81,1,0,0,0,1,1,0,0,32,1,0,0,0.7,0.7,0.5,3,1,23,28,82,4,25,3,5,3
Adam Armstrong,Southampton,9,ENG,RW,RW,27,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,0
Mateus Fernandes,Southampton,18,POR,AM,AM,20,89,0,0,0,0,1,0,0,0,42,2,0,0,0.1,0.1,0.7,5,0,28,32,87,3,23,4,6,3
Joe Aribo,Southampton,7,NGA,AM,AM,28,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0
Adam Lallana,Southampton,10,ENG,DM,DM,36,58,0,1,0,0,1,0,1,0,44,1,2,0,0,0,0.7,1,1,35,37,94,3,23,0,1,1
Lesley Ugochukwu,Southampton,26,FRA,DM,DM,20,32,0,0,0,0,0,0,0,0,11,0,1,2,0,0,0,0,0,8,8,100,0,2,0,0,0
Flynn Downes,Southampton,4,ENG,DM,DM,25,90,0,0,0,0,1,0,1,0,61,1,2,0,0,0,0.4,1,0,50,54,92,3,21,1,0,0
Charlie Taylor,Southampton,21,ENG,LB,LB,31,90,0,0,0,0,0,0,1,0,78,2,1,1,0,0,0,0,0,52,62,83,2,30,1,1,1
Jan Bednarek,Southampton,35,POL,CB,CB,28,90,0,0,0,0,0,0,0,0,104,3,5,1,0,0,0,0,0,89,93,95,1,53,0,0,0
Taylor Harwood-Bellis,Southampton,6,ENG,CB,CB,22,90,0,0,0,0,1,1,0,0,70,0,3,1,0.1,0.1,0,0,0,50,57,87,2,36,0,0,0
Yukinari Sugawara,Southampton,16,JPN,RB,RB,24,90,0,0,0,0,0,0,0,0,59,2,1,2,0,0,0.1,3,0,37,51,72,7,31,2,0,0
Aaron Ramsdale,Southampton,30,ENG,GK,GK,26,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,21,37,56,0,29,0,0,0
Liam Delap,Ipswich Town,19,ENG,FW,FW,21,72,0,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,5,10,50,2,10,0,2,1
George Hirst,Ipswich Town,27,ENG,FW,FW,25,18,0,0,0,0,2,1,0,0,6,0,0,0,0.5,0.5,0,1,1,3,3,100,1,4,0,0,0
Sammie Szmodics,Ipswich Town,23,IRL,LW,LW,28,61,0,0,0,0,3,1,0,0,19,0,0,0,0.7,0.7,0,0,0,7,11,63,0,11,0,0,0
Jack Clarke,Ipswich Town,47,ENG,LW,LW,23,29,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.4,1,0,8,8,100,0,5,1,1,0
Wes Burns,Ipswich Town,7,WAL,RW,RW,29,72,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0.6,2,0,22,28,78,1,24,2,2,1
Conor Chaplin,Ipswich Town,10,ENG,RW,RW,27,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,6,66,1,5,1,0,0
Omari Hutchinson,Ipswich Town,20,ENG,AM,AM,20,90,0,0,0,0,1,1,1,0,55,1,3,1,0,0,0.3,5,0,35,41,85,8,41,5,6,3
Jens Cajuste,Ipswich Town,12,SWE,DM,DM,25,60,0,0,0,0,1,0,0,0,34,2,0,0,0,0,0,1,0,23,26,88,2,14,0,0,0
Jack Taylor,Ipswich Town,14,IRL,DM,DM,26,30,0,0,0,0,0,0,1,0,18,1,1,0,0,0,0,1,0,13,15,86,1,7,0,0,0
Sam Morsy,Ipswich Town,5,EGY,DM,DM,33,90,1,0,0,0,2,1,0,0,65,4,1,0,0.1,0.1,0,2,0,53,59,89,11,39,0,0,0
Leif Davis,Ipswich Town,3,ENG,LB,LB,24,90,0,0,0,0,1,1,0,0,58,0,1,1,0.2,0.2,0.2,4,0,31,52,59,1,23,2,2,1
Jacob Greaves,Ipswich Town,24,ENG,CB,CB,24,90,0,0,0,0,1,0,0,0,63,5,1,0,0,0,0,0,0,48,54,88,4,29,0,1,1
Dara O'Shea,Ipswich Town,26,IRL,CB,CB,25,90,0,0,0,0,1,1,1,0,70,1,4,1,0.1,0.1,0,1,0,47,57,82,2,36,0,1,1
Axel Tuanzebe,Ipswich Town,40,COD,RB,RB,26,81,0,0,0,0,0,0,0,0,57,1,2,1,0,0,0,3,0,44,50,88,6,36,1,1,0
Ben Johnson,Ipswich Town,18,ENG,RB,RB,24,9,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,5,7,71,1,5,1,1,0
Arijanet Muric,Ipswich Town,1,KVX,GK,GK,25,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,23,25,92,0,16,0,0,0
Dominic Solanke,Tottenham Hotspur,19,ENG,FW,FW,27,87,1,0,0,0,4,2,0,0,32,0,0,0,1.6,1.6,0,2,0,11,20,55,2,20,4,1,0
Mikey Moore,Tottenham Hotspur,47,ENG,LW,"LW,FW",17,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,50,0,2,1,0,0
Son Heung-min,Tottenham Hotspur,7,KOR,LW,"LW,FW",32,90,0,2,0,0,1,1,0,0,47,0,0,1,0.1,0.1,1.1,9,2,34,42,81,8,29,6,2,1
Brennan Johnson,Tottenham Hotspur,22,WAL,RW,RW,23,69,1,0,0,0,6,2,0,0,32,0,0,0,0.5,0.5,0.1,2,0,15,21,71,3,24,5,0,0
Pape Matar Sarr,Tottenham Hotspur,29,SEN,RM,RM,22,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,15,73,0,10,0,0,0
James Maddison,Tottenham Hotspur,10,ENG,LM,LM,27,87,1,0,0,0,3,2,1,0,77,3,1,0,0.9,0.9,0.4,10,2,45,57,78,11,51,5,11,7
Lucas Bergvall,Tottenham Hotspur,15,SWE,LM,LM,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0
Rodrigo Bentancur,Tottenham Hotspur,30,URU,CM,CM,27,62,0,0,0,0,1,0,0,0,37,2,3,1,0.1,0.1,0,2,0,25,31,80,4,19,1,2,1
Yves Bissouma,Tottenham Hotspur,8,MLI,CM,CM,28,28,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,0,13,13,100,2,8,0,0,0
Dejan Kulusevski,Tottenham Hotspur,21,SWE,RM,"RM,RW",24,90,0,0,0,0,4,1,0,0,46,0,1,0,0.4,0.4,0.2,5,0,22,33,66,7,23,2,3,1
Destiny Udogie,Tottenham Hotspur,13,ITA,LB,LB,21,90,0,0,0,0,1,0,0,0,88,6,4,2,0,0,0.1,4,0,49,63,77,3,43,5,1,1
Micky van de Ven,Tottenham Hotspur,37,NED,CB,CB,23,90,0,0,0,0,0,0,1,0,53,2,1,1,0,0,0,0,0,38,42,90,0,30,1,0,0
Cristian Romero,Tottenham Hotspur,17,ARG,CB,CB,26,90,0,0,0,0,1,1,0,0,65,0,3,0,0.1,0.1,0,2,1,47,55,85,7,37,1,0,0
Pedro Porro,Tottenham Hotspur,23,ESP,RB,RB,25,87,0,0,0,0,2,0,0,0,64,4,4,1,0.1,0.1,0,2,0,36,51,70,9,41,3,2,0
Archie Gray,Tottenham Hotspur,14,ENG,RB,RB,18,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,4,75,0,1,0,0,0
Guglielmo Vicario,Tottenham Hotspur,1,ITA,GK,GK,27,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,30,35,85,0,28,0,0,0
Bryan Mbeumo,Brentford,19,CMR,FW,FW,25,90,1,0,0,0,3,3,0,0,45,1,0,0,0.6,0.6,0,0,0,25,36,69,0,24,2,1,0
Fabio Carvalho,Brentford,14,POR,FW,"FW,CM",22,86,0,0,0,0,0,0,0,0,36,2,1,1,0,0,0.4,2,0,18,27,66,3,20,2,2,1
Ryan Trevitt,Brentford,28,ENG,CM,CM,21,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,7,57,0,4,0,0,0
Mikkel Damsgaard,Brentford,24,DEN,CM,CM,24,78,0,0,0,0,1,1,0,0,53,4,4,5,0.1,0.1,0,1,0,23,34,67,2,28,3,5,3
Yunus Emre Konak,Brentford,26,TUR,CM,CM,18,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,7,8,87,0,4,0,1,0
Vitaly Janelt,Brentford,27,GER,CM,CM,26,90,0,0,0,0,0,0,0,0,58,2,2,1,0,0,0,0,0,44,52,84,4,22,0,0,0
Yehor Yarmoliuk,Brentford,18,UKR,CM,CM,20,62,0,0,0,0,0,0,0,0,51,1,2,3,0,0,0,1,1,28,39,71,1,22,0,1,1
Kevin Schade,Brentford,7,GER,FW,FW,22,28,0,0,0,0,1,1,0,0,10,2,0,0,0.1,0.1,0,0,0,3,5,60,0,4,0,1,0
Keane Lewis-Potter,Brentford,23,ENG,LB,LB,23,90,0,1,0,0,1,1,0,0,44,2,1,5,0,0,0.1,3,1,26,30,86,5,26,0,3,1
Nathan Collins,Brentford,22,IRL,CB,CB,23,90,0,0,0,0,0,0,0,0,61,2,0,3,0,0,0,0,0,40,51,78,1,30,1,0,0
Ethan Pinnock,Brentford,5,JAM,CB,CB,31,90,0,0,0,0,0,0,0,0,67,4,0,4,0,0,0,0,0,45,52,86,2,22,0,0,0
Sepp van den Berg,Brentford,4,NED,CB,CB,22,90,0,0,0,0,0,0,0,0,75,5,1,4,0,0,0.1,1,0,52,58,89,4,30,0,0,0
Kristoffer Ajer,Brentford,20,NOR,RB,RB,26,78,0,0,0,0,0,0,1,0,45,0,0,1,0,0,0.2,1,0,31,37,83,2,25,2,3,2
Mads Roerslev,Brentford,30,DEN,RB,RB,25,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,17,82,2,10,0,0,0
Mark Flekken,Brentford,1,NED,GK,GK,31,90,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,51,70,72,0,51,0,0,0
Raúl Jiménez,Fulham,7,MEX,FW,FW,33,73,1,0,0,0,4,3,0,0,24,2,0,0,0.5,0.5,0,3,1,10,15,66,2,15,0,1,0
Rodrigo Muniz,Fulham,9,BRA,FW,FW,23,17,0,1,0,0,2,1,0,0,7,0,0,0,0.2,0.2,0.3,1,0,2,3,66,1,3,1,0,0
Alex Iwobi,Fulham,17,NGA,LW,"LW,RM,RW",28,90,0,1,0,0,3,2,0,0,46,0,1,1,0.4,0.4,0.6,6,1,26,33,78,5,35,4,4,1
Adama Traoré,Fulham,11,ESP,RW,RW,28,73,0,1,0,0,1,1,1,0,34,1,0,0,0.1,0.1,0.4,7,1,27,29,93,5,29,7,3,1
Reiss Nelson,Fulham,19,ENG,LM,"LM,LW",24,17,1,0,0,0,1,1,0,0,8,2,0,0,0.3,0.3,0.1,1,0,4,6,66,0,7,3,3,0
Emile Smith Rowe,Fulham,32,ENG,AM,AM,24,83,1,0,0,0,3,1,0,0,37,3,0,0,0.4,0.4,0,3,1,25,28,89,7,26,5,1,0
Issa Diop,Fulham,31,FRA,CB,CB,27,7,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,2,100,0,1,0,0,0
Saša Lukić,Fulham,20,SRB,DM,DM,28,45,0,0,0,0,0,0,1,0,23,0,0,1,0,0,0.2,2,0,21,22,95,1,16,0,1,1
Sander Berge,Fulham,16,NOR,DM,"DM,CM",26,45,0,0,0,0,0,0,0,0,17,1,2,0,0,0,0,2,0,12,12,100,0,9,0,1,0
Andreas Pereira,Fulham,18,BRA,DM,DM,28,66,0,0,0,0,2,1,1,0,41,3,0,0,0.1,0.1,0.1,3,0,22,33,66,3,23,0,1,0
Harrison Reed,Fulham,6,ENG,DM,"DM,CM",29,24,0,0,0,0,0,0,1,0,13,2,0,0,0,0,0,0,0,6,8,75,0,6,1,0,0
Antonee Robinson,Fulham,33,USA,LB,LB,27,90,0,0,0,0,1,0,0,0,42,0,0,2,0.1,0.1,0.1,2,0,28,34,82,1,23,1,1,1
Calvin Bassey,Fulham,3,NGA,CB,CB,24,90,0,0,0,0,0,0,0,0,41,1,0,1,0,0,0,2,0,30,31,96,1,17,0,0,0
Joachim Andersen,Fulham,5,DEN,CB,CB,28,90,0,0,0,0,3,1,0,0,62,0,2,1,0.1,0.1,0.2,2,0,40,49,81,2,34,2,0,0
Kenny Tete,Fulham,2,NED,RB,RB,28,90,0,0,0,0,2,0,1,0,52,2,1,0,0.3,0.3,0,2,0,34,43,79,2,28,3,1,0
Bernd Leno,Fulham,1,GER,GK,GK,32,90,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,16,31,51,0,21,0,0,0
Alexander Isak,Newcastle United,14,SWE,FW,"FW,AM",25,90,0,0,0,0,2,0,0,0,24,0,0,1,0.1,0.1,0,4,0,13,17,76,1,11,1,2,1
Harvey Barnes,Newcastle United,11,ENG,LW,LW,26,90,1,0,0,0,4,2,0,0,48,1,0,0,0.4,0.4,0.4,4,0,37,39,94,7,35,4,1,0
Anthony Gordon,Newcastle United,10,ENG,RW,"RW,AM",23,82,0,0,0,0,2,1,0,0,41,1,0,0,0.4,0.4,0.1,5,0,22,31,71,1,34,4,4,2
William Osula,Newcastle United,18,DEN,FW,FW,21,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,50,0,3,1,1,1
Joe Willock,Newcastle United,28,ENG,LM,LM,25,45,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,1,0,12,13,92,4,13,0,0,0
Jacob Murphy,Newcastle United,23,ENG,RW,RW,29,45,0,1,0,0,1,0,0,0,30,0,0,1,0,0,0.1,2,2,18,23,78,4,19,2,2,0
Bruno Guimarães,Newcastle United,39,BRA,DM,"DM,CM",26,90,0,0,0,0,1,0,0,0,87,2,3,0,0,0,0,4,0,68,77,88,8,70,0,3,2
Joelinton,Newcastle United,7,BRA,RM,"RM,DM",28,73,0,0,0,0,2,0,0,0,45,2,0,1,0.1,0.1,0.1,3,0,31,35,88,3,28,0,1,0
Sandro Tonali,Newcastle United,8,ITA,DM,DM,24,17,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,1,0,9,11,81,1,8,0,1,1
Lloyd Kelly,Newcastle United,25,ENG,LB,LB,25,45,0,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,0,26,30,86,2,23,0,0,0
Lewis Hall,Newcastle United,20,ENG,LB,LB,20,45,0,0,0,0,0,0,0,0,50,1,2,0,0,0,0.1,3,0,41,44,93,2,32,3,0,0
Dan Burn,Newcastle United,33,ENG,CB,CB,32,90,0,0,0,0,1,1,0,0,109,1,0,1,0,0,0,1,0,90,93,96,4,71,0,0,0
Fabian Schär,Newcastle United,5,SUI,CB,CB,32,90,0,0,0,0,2,0,0,0,96,0,2,0,0.4,0.4,0,1,0,82,90,91,4,68,0,0,0
Kieran Trippier,Newcastle United,2,ENG,RB,RB,34,73,0,0,0,0,0,0,0,0,60,1,1,0,0,0,0,1,0,50,57,87,3,28,0,0,0
Valentino Livramento,Newcastle United,21,ENG,RB,RB,21,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,15,86,2,7,0,0,0
Nick Pope,Newcastle United,22,ENG,GK,GK,32,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,24,28,85,0,15,0,0,0
Ollie Watkins,Aston Villa,11,ENG,FW,FW,28,89,1,0,0,0,3,1,0,0,21,0,1,0,0.3,0.3,0,0,0,8,10,80,0,13,4,2,0
Emi Buendía,Aston Villa,10,ARG,FW,FW,27,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,100,0,5,0,0,0
Jacob Ramsey,Aston Villa,41,ENG,LW,LW,23,61,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,1,0,17,22,77,1,23,1,1,1
Jhon Durán,Aston Villa,9,COL,LW,LW,20,29,1,0,0,0,2,1,0,0,12,1,0,1,1,1,0,1,0,4,4,100,0,11,0,1,0
John McGinn,Aston Villa,7,SCO,RW,RW,29,45,0,0,0,0,1,0,0,0,19,0,0,1,0,0,0,0,0,13,16,81,4,11,1,0,0
Ian Maatsen,Aston Villa,22,NED,LB,LB,22,45,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,2,18,23,78,3,11,0,1,0
Morgan Rogers,Aston Villa,27,ENG,AM,AM,22,90,0,2,0,0,0,0,1,0,47,1,1,0,0,0,1,5,2,28,34,82,5,23,2,6,2
Youri Tielemans,Aston Villa,8,BEL,DM,DM,27,90,0,1,0,0,0,0,0,0,75,3,0,0,0,0,0.4,3,1,56,71,78,10,34,1,3,2
Amadou Onana,Aston Villa,24,BEL,DM,DM,23,61,0,0,0,0,0,0,0,0,37,4,0,4,0,0,0,1,0,22,26,84,6,21,0,0,0
Ross Barkley,Aston Villa,6,ENG,DM,DM,30,29,0,0,0,0,1,0,1,0,26,3,1,1,0.1,0.1,0,0,0,16,16,100,1,11,0,1,0
Lucas Digne,Aston Villa,12,FRA,LB,LB,31,45,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,18,22,81,2,13,0,1,1
Leon Bailey,Aston Villa,31,JAM,RW,RW,27,45,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.2,1,0,16,18,88,3,20,7,5,1
Pau Torres,Aston Villa,14,ESP,CB,CB,27,90,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0,0,50,56,89,5,46,4,1,1
Diego Carlos,Aston Villa,3,BRA,CB,CB,31,90,0,0,0,0,0,0,0,0,75,0,1,2,0,0,0,0,0,60,69,87,4,59,0,0,0
Ezri Konsa,Aston Villa,4,ENG,RB,RB,26,90,1,0,0,0,1,1,0,0,66,2,1,0,0.2,0.2,0,1,0,56,59,94,10,50,3,2,1
Emiliano Martínez,Aston Villa,23,ARG,GK,GK,32,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,26,30,86,0,23,0,0,0
Jørgen Strand Larsen,Wolverhampton Wanderers,9,NOR,FW,FW,24,64,0,0,0,0,2,1,0,0,12,0,0,0,0,0,0,1,0,6,8,75,1,4,1,0,0
Gonçalo Guedes,Wolverhampton Wanderers,29,POR,FW,FW,27,26,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,7,42,0,3,0,0,0
Matheus Cunha,Wolverhampton Wanderers,10,BRA,LM,LM,25,90,1,0,0,0,1,1,1,0,48,0,1,1,0,0,0.2,5,0,35,42,83,2,28,5,4,2
Mario Lemina,Wolverhampton Wanderers,5,GAB,CM,CM,31,90,0,0,0,0,2,2,1,0,36,5,0,0,0.2,0.2,0,1,0,15,20,75,1,10,0,2,0
João Gomes,Wolverhampton Wanderers,8,BRA,CM,CM,23,81,0,0,0,0,0,0,1,0,51,5,2,0,0,0,0,0,0,44,46,95,2,27,2,0,0
Tommy Doyle,Wolverhampton Wanderers,20,ENG,CM,CM,22,9,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,3,7,42,2,3,0,0,0
Jean-Ricner Bellegarde,Wolverhampton Wanderers,27,FRA,RM,RM,26,70,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.1,2,0,16,18,88,0,19,0,4,0
Rodrigo Gomes,Wolverhampton Wanderers,19,POR,RM,RM,21,20,0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,0,2,5,40,0,0,0,0,0
